"T","."
"2016-03-08","3.034172e-10"
"2016-03-09","2.964663e-10"
"2016-03-10","2.931221e-10"
"2016-03-11","3.007130e-10"
"2016-03-14","2.640722e-10"
"2016-03-15","0.000000e+00"
"2016-03-16","2.815220e-10"
"2016-03-17","2.150649e-10"
"2016-03-18","1.699623e-10"
"2016-03-21","1.269896e-10"
"2016-03-22","1.355030e-10"
"2016-03-23","8.097119e-10"
"2016-03-24","3.498182e-10"
"2016-03-25","1.799908e-10"
"2016-03-28","1.745792e-10"
"2016-03-29","2.294081e-10"
"2016-03-30","1.830710e-10"
"2016-03-31","1.292010e-10"
"2016-04-01","1.929042e-10"
"2016-04-05","1.593972e-10"
"2016-04-06","1.402994e-10"
"2016-04-07","1.159973e-09"
"2016-04-08","7.334751e-10"
"2016-04-11","3.546939e-10"
"2016-04-12","2.951481e-10"
"2016-04-13","1.449254e-10"
"2016-04-14","1.756727e-10"
"2016-04-15","1.285845e-10"
"2016-04-18","1.855149e-10"
"2016-04-19","1.851770e-10"
"2016-04-20","3.286783e-10"
"2016-04-21","2.281239e-10"
"2016-04-22","2.658456e-10"
"2016-04-25","2.892567e-10"
"2016-04-26","2.304817e-10"
"2016-04-27","2.062407e-10"
"2016-04-28","2.770475e-10"
"2016-04-29","2.566591e-10"
"2016-05-03","2.213055e-10"
"2016-05-04","1.584470e-10"
"2016-05-05","1.607197e-10"
"2016-05-06","2.571620e-10"
"2016-05-09","3.429624e-10"
"2016-05-10","3.961606e-10"
"2016-05-11","3.967361e-10"
"2016-05-12","4.211875e-10"
"2016-05-13","3.337133e-10"
"2016-05-16","3.085081e-10"
"2016-05-17","2.610423e-10"
"2016-05-18","3.928356e-10"
"2016-05-19","2.976720e-10"
"2016-05-20","3.649161e-10"
"2016-05-23","2.735093e-10"
"2016-05-24","3.193491e-10"
"2016-05-25","3.125399e-10"
"2016-05-26","3.702460e-10"
"2016-05-27","2.750478e-10"
"2016-05-30","3.412683e-10"
"2016-05-31","2.433639e-10"
"2016-06-01","1.485442e-10"
"2016-06-02","1.783556e-10"
"2016-06-03","1.669317e-10"
"2016-06-06","0.000000e+00"
"2016-06-07","2.232248e-10"
"2016-06-08","2.361359e-10"
"2016-06-13","3.902272e-10"
"2016-06-14","2.937525e-10"
"2016-06-15","3.861539e-10"
"2016-06-16","2.509481e-10"
