"T","."
"2015-06-05","1.240467e-11"
"2015-06-08","1.868161e-11"
"2015-06-09","1.644813e-11"
"2015-06-10","1.811433e-11"
"2015-06-11","1.420737e-11"
"2015-06-12","1.305247e-11"
"2015-06-15","1.746538e-11"
"2015-06-16","2.553913e-11"
"2015-06-17","3.038886e-11"
"2015-06-18","3.318799e-11"
"2015-06-19","5.115530e-11"
"2015-06-23","5.470197e-11"
"2015-06-24","2.603752e-11"
"2015-06-25","4.079906e-11"
"2015-06-26","5.417235e-11"
"2015-06-29","6.384431e-11"
"2015-06-30","5.844124e-11"
"2015-07-01","4.734970e-11"
"2015-07-02","5.293600e-11"
"2015-07-03","6.304556e-11"
"2015-07-06","5.060314e-11"
"2015-07-07","5.443669e-11"
"2015-07-08","1.932914e-11"
"2015-07-09","4.324283e-11"
"2015-07-10","4.197302e-11"
"2015-07-13","2.165577e-10"
"2015-07-14","1.863227e-10"
"2015-07-15","3.144993e-11"
"2015-07-16","5.284088e-11"
"2015-07-17","3.134679e-11"
"2015-07-20","2.000678e-11"
"2015-07-21","3.296055e-10"
"2015-07-22","4.039002e-10"
"2015-07-23","1.578995e-10"
"2015-07-24","2.354916e-11"
"2015-07-27","4.229602e-11"
"2015-07-28","4.302691e-11"
"2015-07-29","4.728852e-11"
"2015-07-30","4.428341e-11"
"2015-07-31","4.091966e-11"
"2015-08-03","4.166964e-11"
"2015-08-04","4.316554e-11"
"2015-08-05","3.631238e-11"
"2015-08-06","4.638606e-11"
"2015-08-07","3.853392e-11"
"2015-08-10","4.470227e-11"
"2015-08-11","1.536174e-11"
"2015-08-12","3.007429e-11"
"2015-08-13","2.630018e-11"
"2015-08-14","2.090010e-11"
"2015-08-17","2.317891e-11"
"2015-08-18","4.921991e-11"
"2015-08-19","3.656154e-11"
"2015-08-20","2.940649e-11"
"2015-08-21","4.170224e-11"
"2015-08-24","9.951058e-11"
"2015-08-25","1.081543e-10"
"2015-08-26","6.753419e-11"
"2015-08-27","8.412407e-11"
"2015-08-28","5.850346e-11"
"2015-08-31","5.836222e-11"
"2015-09-01","6.100712e-11"
"2015-09-02","7.442311e-11"
"2015-09-07","7.349842e-11"
"2015-09-08","1.169135e-10"
"2015-09-09","4.425414e-11"
"2015-09-10","5.291549e-11"
"2015-09-11","6.861828e-11"
"2015-09-14","8.991255e-11"
"2015-09-15","1.009551e-10"
"2015-09-16","9.844707e-11"
"2015-09-17","5.815236e-11"
"2015-09-18","3.965370e-11"
"2015-09-21","7.873208e-11"
"2015-09-22","4.405330e-11"
"2015-09-23","5.833145e-11"
"2015-09-24","5.550501e-11"
"2015-09-25","6.484410e-11"
"2015-09-28","9.817260e-11"
"2015-09-29","8.491247e-11"
"2015-09-30","6.607461e-11"
"2015-10-08","8.067918e-11"
"2015-10-09","3.667052e-11"
"2015-10-12","4.082009e-11"
"2015-10-13","3.859855e-11"
"2015-10-14","2.884988e-11"
"2015-10-15","4.512988e-11"
"2015-10-16","3.360216e-11"
"2015-10-19","5.721857e-11"
"2015-10-20","4.615497e-11"
"2015-10-21","6.203903e-11"
"2015-10-22","4.917667e-11"
"2015-10-23","3.632430e-11"
"2015-10-26","3.958944e-11"
"2015-10-27","6.693623e-11"
"2015-10-28","5.254252e-11"
"2015-10-29","5.543959e-11"
"2015-10-30","5.083454e-11"
"2015-11-02","5.835016e-11"
"2015-11-03","5.282647e-11"
"2015-11-04","5.069329e-11"
"2015-11-05","2.962036e-11"
"2015-11-06","1.980932e-11"
"2015-11-09","2.970097e-11"
"2015-11-10","2.418197e-11"
"2015-11-11","3.654123e-11"
"2015-11-12","3.133631e-11"
"2015-11-13","4.353525e-11"
"2015-11-16","5.192316e-11"
"2015-11-17","4.073633e-11"
"2015-11-18","5.264838e-11"
"2015-11-19","4.053668e-11"
"2015-11-20","3.015098e-11"
"2015-11-23","4.165239e-11"
"2015-11-24","4.539586e-11"
"2015-11-25","3.677737e-11"
"2015-11-26","3.735458e-11"
"2015-11-27","8.537140e-11"
"2015-11-30","7.792114e-11"
"2015-12-01","5.155157e-11"
"2015-12-02","8.202112e-11"
"2015-12-03","4.942222e-11"
"2015-12-04","5.693466e-11"
"2015-12-07","5.164271e-11"
"2015-12-08","7.532530e-11"
"2015-12-09","5.332769e-11"
"2015-12-10","5.662840e-11"
"2015-12-11","4.075065e-11"
"2015-12-14","7.667574e-11"
"2015-12-15","4.717569e-11"
"2015-12-16","4.891495e-11"
"2015-12-17","2.834344e-11"
"2015-12-18","4.669958e-11"
"2015-12-21","3.849584e-11"
"2015-12-22","3.545682e-11"
"2015-12-23","4.470764e-11"
"2015-12-24","7.497518e-11"
"2015-12-25","4.379509e-11"
"2015-12-28","3.865639e-11"
"2015-12-29","5.633614e-11"
"2015-12-30","5.499650e-11"
"2015-12-31","6.840406e-11"
"2016-01-04","1.549086e-10"
"2016-01-05","8.478899e-11"
"2016-01-06","4.601703e-11"
"2016-01-07","6.241803e-10"
"2016-01-08","1.366645e-10"
"2016-01-11","1.638185e-10"
"2016-01-12","9.037540e-11"
"2016-01-13","1.190438e-10"
"2016-01-14","1.406081e-10"
"2016-01-15","1.187343e-10"
"2016-01-18","1.655363e-10"
"2016-01-19","1.202872e-10"
"2016-01-20","8.482305e-11"
"2016-01-21","1.419132e-10"
"2016-01-22","1.113982e-10"
"2016-01-25","9.393459e-11"
"2016-01-26","1.988804e-10"
"2016-01-27","2.233340e-10"
"2016-01-28","2.046254e-10"
"2016-01-29","1.543942e-10"
"2016-02-01","1.494249e-10"
"2016-02-02","1.654295e-10"
"2016-02-03","1.740639e-10"
"2016-02-04","9.735758e-11"
"2016-02-05","1.213625e-10"
"2016-02-15","2.400650e-10"
"2016-02-16","1.326464e-10"
"2016-02-17","8.063367e-11"
"2016-02-18","6.962890e-11"
"2016-02-19","9.125625e-11"
"2016-02-22","7.052495e-11"
"2016-02-23","9.854272e-11"
"2016-02-24","1.070185e-10"
"2016-02-25","1.998490e-10"
"2016-02-26","1.138138e-10"
"2016-02-29","1.690504e-10"
"2016-03-01","1.841947e-10"
"2016-03-02","1.412585e-10"
"2016-03-03","6.861386e-11"
"2016-03-04","1.105042e-10"
"2016-03-07","1.015841e-10"
"2016-03-08","1.409910e-10"
"2016-03-09","1.363533e-10"
"2016-03-10","1.502150e-10"
"2016-03-11","1.472953e-10"
"2016-03-14","1.053038e-10"
"2016-03-15","1.062667e-10"
"2016-03-16","6.297130e-11"
"2016-03-17","7.342774e-11"
"2016-03-18","4.812289e-11"
"2016-03-21","5.088197e-11"
"2016-03-22","5.290911e-11"
"2016-03-23","5.450895e-11"
"2016-03-24","7.534908e-11"
"2016-03-25","5.985880e-11"
"2016-03-28","9.030624e-11"
"2016-03-29","1.052374e-10"
"2016-03-30","9.898679e-11"
"2016-03-31","6.204108e-11"
"2016-04-01","6.480436e-11"
"2016-04-05","5.828650e-11"
"2016-04-06","4.832090e-11"
"2016-04-07","7.151121e-11"
"2016-04-08","8.398290e-11"
"2016-04-11","6.818877e-11"
"2016-04-12","7.314486e-11"
"2016-04-13","4.983245e-11"
"2016-04-14","5.062124e-11"
"2016-04-15","6.188364e-11"
"2016-04-18","7.974711e-11"
"2016-04-19","7.063007e-11"
"2016-04-20","1.462517e-10"
"2016-04-21","8.571920e-11"
"2016-04-22","9.616718e-11"
"2016-04-25","1.076831e-10"
"2016-04-26","8.017577e-11"
"2016-04-27","9.362382e-11"
"2016-04-28","1.131355e-10"
"2016-04-29","8.055660e-11"
"2016-05-03","9.766563e-11"
"2016-05-04","6.017715e-11"
"2016-05-05","6.668189e-11"
"2016-05-06","1.154249e-10"
"2016-05-09","1.249210e-10"
