"T","."
"2016-07-05","1.520586e-10"
"2016-07-06","1.712387e-10"
"2016-07-07","1.488158e-10"
"2016-07-08","1.609069e-10"
"2016-07-11","1.650901e-10"
"2016-07-12","1.939315e-10"
"2016-07-13","1.641825e-10"
"2016-07-14","1.660742e-10"
"2016-07-15","1.664870e-10"
"2016-07-18","1.878439e-10"
"2016-07-19","1.812168e-10"
"2016-07-20","1.684746e-10"
"2016-07-21","1.526495e-10"
"2016-07-22","1.857086e-10"
"2016-07-25","1.989359e-10"
"2016-07-26","1.773258e-10"
"2016-07-27","2.637623e-10"
"2016-07-28","2.114785e-10"
"2016-07-29","2.041072e-10"
"2016-08-01","2.837260e-10"
"2016-08-02","2.337294e-10"
"2016-08-03","2.106585e-10"
"2016-08-04","2.127814e-10"
"2016-08-05","2.024576e-10"
"2016-08-08","2.642508e-10"
"2016-08-09","1.750872e-10"
"2016-08-10","1.869101e-10"
"2016-08-11","2.326056e-10"
"2016-08-12","2.212970e-10"
"2016-08-15","0.000000e+00"
"2016-08-16","1.386397e-10"
"2016-08-17","1.508545e-10"
"2016-08-18","1.523087e-10"
"2016-08-19","1.681835e-10"
"2016-08-22","1.843989e-10"
"2016-08-23","1.904457e-10"
"2016-08-24","0.000000e+00"
"2016-08-25","2.171043e-10"
"2016-08-26","1.736486e-10"
"2016-08-29","1.748968e-10"
"2016-08-30","1.654179e-10"
"2016-08-31","1.809400e-10"
"2016-09-01","1.854704e-10"
"2016-09-02","1.892217e-10"
"2016-09-05","1.914323e-10"
"2016-09-06","2.785445e-10"
"2016-09-07","1.494889e-10"
"2016-09-08","1.730192e-10"
"2016-09-09","1.845071e-10"
"2016-09-12","2.464377e-10"
"2016-09-13","2.209218e-10"
"2016-09-14","2.463937e-10"
"2016-09-19","2.212001e-10"
"2016-09-20","2.227796e-10"
"2016-09-21","0.000000e+00"
"2016-09-22","3.642866e-10"
"2016-09-23","2.155311e-10"
"2016-09-26","2.898813e-10"
"2016-09-27","2.764865e-10"
"2016-09-28","2.571119e-10"
